Source / Medium,date_launched,date_ended,Users,New Users,Sessions,Bounce Rate,Pageviews,Avg. Session Duration,Conversion Rate (%),Transactions,Quantity Sold,Revenue,Month,WeekDayName,Year
Referral,2020-08-08,1/21/2021,128326,86847,185360,67.01,262125,60,3.09,612,420,113820,August,Saturday,2020
Referral,2019-10-31,5/5/2020,17507,12202,23520,46.39,29935,156,10.31,126,89,20559,October,Thursday,2019
Organic,2019-12-18,6/15/2020,122816,84358,157552,41.24,225984,207,12.37,926,739,256433,December,Wednesday,2019
Paid Search,2020-09-06,3/11/2021,36098,24065,48131,67.01,60771,277,4.12,159,143,25883,September,Sunday,2020
Organic,2020-03-17,10/15/2020,167286,114904,241635,74.23,307535,173,12.37,623,529,78292,March,Tuesday,2020
Display,2020-01-20,7/18/2020,93620,71870,126718,65.98,177917,95,6.19,431,279,63891,January,Monday,2020
Affiliates,2020-09-19,4/21/2021,76861,51241,108692,51.55,155902,86,5.15,527,330,70290,September,Saturday,2020
Affiliates,2020-12-18,,13898,10248,19794,73.2,26192,164,5.15,53,48,7632,December,Friday,2020
Social,2020-02-22,9/28/2020,83957,55971,104310,53.61,146455,251,5.15,484,313,60722,February,Saturday,2020
Display,2019-07-22,1/12/2020,94624,66906,134768,47.42,194665,130,5.15,709,508,71120,July,Monday,2019
Email,2020-10-24,5/7/2021,20451,13634,29334,56.7,39705,173,4.12,127,104,26520,October,Saturday,2020
Email,2019-10-14,4/22/2020,128426,89509,171235,52.58,211017,190,6.19,812,673,30958,October,Monday,2019
Social,2019-07-15,2/3/2020,6075,4725,8714,41.24,12499,95,3.09,51,31,12896,July,Monday,2019
Direct,2019-03-10,9/12/2019,147213,107064,206693,73.2,294381,69,6.19,554,341,68200,March,Sunday,2019
Email,2019-12-25,7/8/2020,82507,63339,105842,71.13,136846,95,10.31,306,210,31080,December,Wednesday,2019
Affiliates,2019-04-04,11/13/2019,40302,30125,52922,43.3,73770,207,7.22,300,218,62784,April,Thursday,2019
Direct,2019-09-05,3/22/2020,67415,49029,89206,74.23,125249,86,6.19,230,146,53144,September,Thursday,2019
Display,2020-05-27,12/26/2020,45140,32373,58819,73.2,83178,95,1.03,158,126,7812,May,Wednesday,2020
Display,2020-12-11,,10410,7992,13985,73.2,17093,86,11.34,37,31,5890,December,Friday,2020
Direct,2020-03-23,11/3/2020,107058,75698,144907,51.55,200528,199,5.15,702,475,171000,March,Monday,2020
Display,2020-09-26,5/8/2021,161162,125348,227906,50.52,326895,207,8.25,1128,912,70224,September,Saturday,2020
Referral,2020-03-23,10/31/2020,7611,5074,9917,41.24,12722,199,8.25,58,47,8460,March,Monday,2020
Social,2020-10-19,,196527,138958,240200,65.98,298430,130,9.28,817,545,60495,October,Monday,2020
Referral,2019-01-23,7/20/2019,190576,132826,257951,73.2,333512,78,4.12,691,433,143323,January,Wednesday,2019
Affiliates,2019-08-22,2/5/2020,29535,21778,38783,65.98,51319,216,8.25,132,100,38300,August,Thursday,2019
Social,2020-11-03,,70293,54672,97984,52.58,137573,277,2.06,465,413,49147,November,Tuesday,2020
Direct,2020-10-04,3/24/2021,194883,149607,275592,58.76,389726,268,1.03,1137,953,182976,October,Sunday,2020
Paid Search,2019-02-01,8/30/2019,5691,4369,7186,68.04,9872,242,2.06,23,16,2944,February,Friday,2019
Referral,2019-06-10,12/27/2019,99038,76029,128049,41.24,174612,78,10.31,752,668,157648,June,Monday,2019
Email,2020-02-20,8/10/2020,179356,137687,240953,43.3,311535,147,12.37,1366,980,63700,February,Thursday,2020
Affiliates,2020-07-23,1/13/2021,112760,76312,156042,47.42,208056,121,11.34,820,522,136764,July,Thursday,2020
Paid Search,2019-10-08,5/14/2020,2726,1927,3525,53.61,5092,138,4.12,16,12,5304,October,Tuesday,2019
Paid Search,2020-07-09,1/24/2021,127353,87475,169804,44.33,212684,78,10.31,945,706,312758,July,Thursday,2020
Referral,2020-08-07,1/27/2021,110437,75856,151711,64.95,203814,52,2.06,532,435,100485,August,Friday,2020
Referral,2020-08-22,3/26/2021,61102,46289,82087,57.73,112766,86,11.34,347,256,86528,August,Saturday,2020
Email,2019-05-18,11/28/2019,129762,95683,166462,71.13,226994,190,11.34,481,364,56420,May,Saturday,2019
Direct,2020-03-30,11/1/2020,125357,89902,172208,60.82,229611,95,9.28,675,477,170289,March,Monday,2020
Direct,2019-03-27,10/20/2019,8970,5980,12957,42.27,16622,207,7.22,75,68,20332,March,Wednesday,2019
Paid Search,2019-09-18,4/20/2020,22212,16827,27597,68.04,34008,173,6.19,88,65,25220,September,Wednesday,2019
Email,2020-04-04,9/29/2020,187083,145509,266452,56.7,371418,181,3.09,1154,1002,406812,April,Saturday,2020
Display,2020-03-12,10/20/2020,157125,122208,198390,51.55,246485,69,1.03,961,612,147492,March,Thursday,2020
Organic,2020-11-09,,178876,126478,245729,60.82,325157,181,2.06,963,866,342936,November,Monday,2020
Organic,2020-03-19,10/4/2020,199436,143030,251813,47.42,312859,156,8.25,1324,1123,443585,March,Thursday,2020
Direct,2019-09-02,2/26/2020,189110,135624,257877,43.3,336022,164,2.06,1462,916,280296,September,Monday,2019
Organic,2020-09-06,4/3/2021,34132,25513,45509,53.61,56541,199,11.34,211,168,43344,September,Sunday,2020
Referral,2019-07-08,1/13/2020,116629,85999,149615,60.82,214599,130,8.25,586,438,112566,July,Monday,2019
Paid Search,2020-09-27,4/5/2021,88081,67618,108544,74.23,135954,268,1.03,280,192,41472,September,Sunday,2020
Social,2020-02-01,8/10/2020,10318,6879,14695,46.39,18257,60,3.09,79,57,10716,February,Saturday,2020
Affiliates,2019-06-15,12/9/2019,110993,79601,140143,64.95,179779,181,8.25,491,307,108985,June,Saturday,2019
Paid Search,2019-06-02,11/23/2019,126780,93484,165198,74.23,223601,104,4.12,426,314,121518,June,Sunday,2019
Social,2019-04-27,11/14/2019,29236,20672,42230,69.07,55027,190,3.09,131,111,47286,April,Saturday,2019
Organic,2019-01-06,7/1/2019,53122,38634,69756,61.86,92303,233,10.31,266,218,57334,January,Sunday,2019
Direct,2019-10-30,6/3/2020,146,114,216,0.0,722,246,31.02,67,110,15358,October,Wednesday,2019
Referral,2019-04-23,10/26/2019,61423,44671,88722,44.33,127258,233,8.25,494,324,73548,April,Tuesday,2019
Organic,2019-10-15,5/25/2020,123631,84918,159846,71.13,208284,181,12.37,461,354,141246,October,Tuesday,2019
Paid Search,2020-09-24,5/1/2021,81844,62003,104165,53.61,138887,147,6.19,483,307,133545,September,Thursday,2020
Direct,2020-09-27,4/20/2021,194680,145518,273339,55.67,383779,147,11.34,1212,845,354900,September,Sunday,2020
Display,2020-08-19,3/29/2021,78052,59130,104858,45.36,135574,233,4.12,573,475,54625,August,Wednesday,2020
Direct,2019-06-28,12/10/2019,105284,80824,152077,43.3,195089,112,11.34,862,740,224220,June,Friday,2019
Email,2020-09-24,3/23/2021,196245,142724,239855,56.7,344034,60,6.19,1039,819,220311,September,Thursday,2020
Social,2020-10-03,5/9/2021,59357,42569,74346,62.89,94622,112,5.15,276,237,73233,October,Saturday,2020
Referral,2020-10-11,3/27/2021,65215,49405,86953,71.13,117694,216,9.28,251,228,10488,October,Sunday,2020
Display,2019-11-30,6/4/2020,192160,137812,265918,59.79,341127,242,2.06,1069,745,204875,November,Saturday,2019
Affiliates,2019-09-14,4/23/2020,170025,132242,240439,45.36,313299,259,5.15,1314,1049,242319,September,Saturday,2019
Paid Search,2019-03-20,9/13/2019,44554,31053,55805,58.76,68770,173,10.31,230,158,45662,March,Wednesday,2019
Direct,2020-12-17,,128294,99784,184018,73.2,250934,251,4.12,493,393,73098,December,Thursday,2020
Organic,2019-05-13,11/14/2019,75173,51634,104787,52.58,143950,121,11.34,497,326,32600,May,Monday,2019
Social,2020-05-15,12/25/2020,81255,61557,99312,57.73,138435,112,8.25,420,280,101360,May,Friday,2020
Referral,2020-08-05,1/17/2021,175819,118989,252185,68.04,318415,95,10.31,806,586,134194,August,Wednesday,2020
Paid Search,2019-04-28,12/9/2019,197611,151701,251505,61.86,358204,112,9.28,959,639,77958,April,Sunday,2019
Direct,2020-06-24,1/30/2021,145144,107025,180330,54.64,222225,86,1.03,818,702,164268,June,Wednesday,2020
Affiliates,2020-02-17,8/30/2020,147641,110358,186415,47.42,241021,95,2.06,980,594,106326,February,Monday,2020
Social,2019-05-16,11/14/2019,115570,89888,162265,61.86,209797,199,7.22,619,550,108900,May,Thursday,2019
Paid Search,2020-06-30,1/20/2021,126132,87910,168176,53.61,224235,69,3.09,780,488,207888,June,Tuesday,2020
Social,2019-08-17,3/7/2020,818,587,1182,67.01,1660,69,3.09,4,3,630,August,Saturday,2019
Email,2019-03-07,10/14/2019,121624,92139,158480,50.52,222512,199,2.06,784,713,234577,March,Thursday,2019
Paid Search,2019-03-29,9/14/2019,98835,75873,123793,72.16,151303,112,4.12,345,216,20088,March,Friday,2019
Direct,2020-03-01,9/8/2020,56774,42437,76272,60.82,104007,95,11.34,299,269,29321,March,Sunday,2020
Email,2020-10-04,4/6/2021,158866,123562,195774,43.3,274875,138,7.22,1110,863,242503,October,Sunday,2020
Email,2019-11-30,7/5/2020,86953,63239,122964,45.36,163952,268,12.37,672,597,200592,November,Saturday,2019
Email,2020-06-01,1/11/2021,192366,128244,270090,69.07,384674,78,8.25,835,649,36993,June,Monday,2020
Organic,2020-09-28,4/27/2021,90056,69134,120984,55.67,153980,173,2.06,536,449,97882,September,Monday,2020
Referral,2019-04-05,10/27/2019,84797,64240,107923,69.07,132996,190,12.37,334,206,71276,April,Friday,2019
Affiliates,2019-06-09,1/15/2020,117074,81597,160829,53.61,198193,259,11.34,746,641,289732,June,Sunday,2019
Email,2020-10-18,4/23/2021,47299,33922,64499,56.7,87302,190,11.34,279,192,71808,October,Sunday,2020
Display,2019-07-13,12/30/2019,117149,84016,166849,41.24,215724,60,2.06,980,693,64449,July,Saturday,2019
Email,2020-05-01,11/4/2020,162522,108348,215054,65.98,297600,147,12.37,732,651,191394,May,Friday,2020
Affiliates,2020-02-01,7/26/2020,184164,122776,245552,73.2,317481,233,10.31,658,425,178075,February,Saturday,2020
Display,2020-02-12,8/8/2020,169818,114927,245293,67.01,302280,277,5.15,809,686,40474,February,Wednesday,2020
Display,2019-04-18,10/6/2019,184753,141831,244471,58.76,333370,86,2.06,1008,845,157170,April,Thursday,2019
Affiliates,2019-01-07,6/24/2019,112859,75239,137939,71.13,179739,60,9.28,398,326,40098,January,Monday,2019
Social,2020-11-08,4/27/2021,127801,99401,178147,54.64,224933,69,4.12,808,710,80940,November,Sunday,2020
Referral,2019-02-04,9/15/2019,42524,32645,60994,44.33,75164,181,11.34,340,234,77454,February,Monday,2019
Organic,2019-01-13,8/19/2019,26216,18272,32042,58.76,45312,173,8.25,132,80,8800,January,Sunday,2019
Display,2019-09-18,3/8/2020,134895,91293,189398,65.98,262096,181,12.37,644,520,170040,September,Wednesday,2019
Display,2020-01-06,7/12/2020,190790,142611,264023,46.39,354698,95,2.06,1415,1272,153912,January,Monday,2020
Organic,2020-10-21,5/5/2021,192705,144042,249154,70.1,352339,216,7.22,745,549,211365,October,Wednesday,2020
Referral,2020-08-12,3/13/2021,107201,83379,146183,60.82,205247,277,12.37,573,492,168756,August,Wednesday,2020
Referral,2020-06-27,12/17/2020,116617,83634,142532,46.39,187163,277,7.22,764,641,71151,June,Saturday,2020
Display,2020-11-15,5/20/2021,50796,36943,62084,57.73,83406,112,8.25,262,204,73236,November,Sunday,2020
Affiliates,2020-02-20,9/14/2020,120136,83731,160181,51.55,226519,156,9.28,776,564,129720,February,Thursday,2020
Social,2020-07-16,1/1/2021,93963,63591,118640,69.07,164179,190,8.25,367,226,12882,July,Thursday,2020
Email,2020-11-21,5/18/2021,20320,13752,28941,49.48,36249,78,2.06,146,94,40890,November,Saturday,2020
Direct,2020-07-05,2/14/2021,172886,134467,244485,49.48,343267,112,5.15,1235,798,247380,July,Sunday,2020
Paid Search,2019-06-13,12/19/2019,135531,99937,195767,65.98,264978,121,1.03,666,498,116034,June,Thursday,2019
Direct,2019-10-05,5/15/2020,156143,118290,216077,68.04,294650,130,9.28,691,537,234132,October,Saturday,2019
Paid Search,2019-02-03,9/9/2019,198695,140491,262920,56.7,326658,268,7.22,1138,989,64285,February,Sunday,2019
Referral,2019-07-05,1/12/2020,68374,48345,83568,58.76,106359,86,8.25,345,289,130628,July,Friday,2019
Affiliates,2020-10-21,,101133,73551,146081,72.16,208055,199,6.19,407,329,130613,October,Wednesday,2020
Affiliates,2019-05-03,11/10/2019,95147,65353,132629,70.1,172820,164,12.37,397,337,33363,May,Friday,2019
Display,2019-05-17,11/17/2019,123874,88839,175175,58.76,238875,251,9.28,722,627,109725,May,Friday,2019
Email,2019-02-18,8/11/2019,117712,89176,145059,59.79,181690,207,11.34,583,389,92971,February,Monday,2019
Display,2019-12-31,8/8/2020,118563,83832,144910,72.16,193213,164,5.15,403,277,121880,December,Tuesday,2019
Display,2020-04-23,11/13/2020,65480,48283,90614,64.95,115327,173,3.09,318,273,111111,April,Thursday,2020
Referral,2019-04-07,9/22/2019,177327,128965,256139,49.48,338931,207,9.28,1294,980,208740,April,Sunday,2019
Affiliates,2019-02-07,8/11/2019,37008,27663,46353,53.61,63677,199,9.28,215,161,18676,February,Thursday,2019
Affiliates,2020-11-30,5/22/2021,32970,25310,41296,68.04,54227,259,8.25,132,95,30685,November,Monday,2020
Organic,2019-04-12,11/4/2019,2284,1615,2907,59.79,4111,251,12.37,12,10,2380,April,Friday,2019
Affiliates,2019-06-28,2/1/2020,169268,126524,208593,46.39,284445,225,11.34,1118,824,163976,June,Friday,2019
Direct,2019-04-25,11/11/2019,191430,127620,249439,70.1,330066,86,4.12,746,633,242439,April,Thursday,2019
Email,2019-03-07,9/30/2019,159072,110868,223344,55.67,293280,242,7.22,990,750,81000,March,Thursday,2019
Affiliates,2019-08-14,3/4/2020,157007,114187,193483,47.42,240388,251,1.03,1017,925,65675,August,Wednesday,2019
Display,2020-09-05,2/27/2021,109178,80505,149982,41.24,203006,199,8.25,881,614,133852,September,Saturday,2020
Social,2020-04-21,10/16/2020,119990,81205,151503,49.48,198943,233,3.09,765,533,217997,April,Tuesday,2020
Email,2020-06-25,2/3/2021,92170,70757,133134,50.52,162719,138,8.25,659,559,170495,June,Thursday,2020
Organic,2019-03-03,9/12/2019,76175,50783,93103,71.13,117554,181,10.31,269,190,73720,March,Sunday,2019
Email,2020-06-09,12/19/2020,112031,83740,140322,73.2,172922,78,6.19,376,232,91640,June,Tuesday,2020
Email,2019-08-09,3/5/2020,129420,94124,167331,57.73,238320,225,4.12,707,614,270774,August,Friday,2019
Direct,2020-08-25,3/23/2021,6686,1241,11018,55.41,33737,114,0.77,85,170,12214,August,Tuesday,2020
Social,2020-10-04,3/29/2021,38530,26854,54876,70.1,76494,112,4.12,164,142,47144,October,Sunday,2020
Organic,2019-06-25,12/14/2019,59176,39451,78901,62.89,113968,121,1.03,293,240,30240,June,Tuesday,2019
Email,2020-07-15,1/23/2021,195058,145801,277810,60.82,398475,225,10.31,1088,703,220742,July,Wednesday,2020
Paid Search,2019-04-02,9/27/2019,11461,8451,14934,60.82,18253,251,3.09,59,41,16564,April,Tuesday,2019
Social,2020-09-28,3/24/2021,172148,130415,234747,42.27,324852,207,5.15,1355,835,233800,September,Monday,2020
Organic,2020-01-20,7/17/2020,60444,47012,79981,53.61,100178,225,6.19,371,304,22800,January,Monday,2020
Email,2020-03-02,8/27/2020,58954,44067,79201,73.2,100001,95,2.06,212,191,36672,March,Monday,2020
Email,2020-07-19,1/1/2021,104693,72968,133246,70.1,169586,207,1.03,398,245,103390,July,Sunday,2020
Email,2020-10-10,5/17/2021,197729,137811,261641,61.86,335640,112,2.06,998,837,346518,October,Saturday,2020
Organic,2019-08-15,3/21/2020,155500,119374,202621,54.64,276301,69,10.31,919,622,174782,August,Thursday,2019
Display,2020-05-01,12/2/2020,144915,98074,191756,42.27,251801,233,8.25,1107,928,129920,May,Friday,2020
Email,2020-07-18,2/16/2021,174682,127041,222323,69.07,305413,181,12.37,688,584,95192,July,Saturday,2020
Referral,2020-12-23,,154757,112551,212595,55.67,261986,173,8.25,942,618,266358,December,Wednesday,2020
Email,2019-03-22,10/3/2019,127035,93672,164247,55.67,209042,78,8.25,728,596,47084,March,Friday,2019
Email,2020-01-25,8/9/2020,144594,106620,201555,43.3,282991,173,4.12,1143,947,230121,January,Saturday,2020
Email,2019-03-03,8/26/2019,129496,99411,164813,69.07,236398,164,9.28,510,417,182229,March,Sunday,2019
Display,2020-02-16,8/14/2020,2648,1899,3343,55.67,4288,233,3.09,15,12,816,February,Sunday,2020
Paid Search,2019-11-17,6/12/2020,89545,61506,127534,59.79,184216,156,2.06,513,461,152591,November,Sunday,2019
Display,2019-07-25,1/28/2020,20021,14965,24875,72.16,34172,199,9.28,69,58,21344,July,Thursday,2019
Paid Search,2019-10-19,5/20/2020,198152,152117,242186,43.3,337593,69,12.37,1373,1026,141588,October,Saturday,2019
Affiliates,2020-10-08,5/7/2021,98455,75582,129284,48.45,184132,190,6.19,666,558,179676,October,Thursday,2020
Display,2019-01-01,6/21/2019,56913,41966,81633,69.07,103897,207,11.34,252,188,64484,January,Tuesday,2019
Email,2019-12-12,6/15/2020,116055,86748,167635,72.16,211660,156,12.37,467,283,82070,December,Thursday,2019
Referral,2019-01-18,8/29/2019,77804,59728,105310,63.92,138286,251,1.03,380,273,121485,January,Friday,2019
Email,2020-02-02,8/12/2020,102010,70067,126740,46.39,180508,130,6.19,679,514,213824,February,Sunday,2020
Display,2020-08-07,3/13/2021,192106,131952,242558,62.89,320961,104,3.09,900,664,60424,August,Friday,2020
Email,2020-11-06,5/10/2021,90990,64336,120401,64.95,154454,60,9.28,422,379,168655,November,Friday,2020
Email,2020-08-02,2/3/2021,81089,54059,110576,43.3,155253,181,11.34,627,475,131100,August,Sunday,2020
Paid Search,2020-05-24,12/23/2020,175330,120429,237315,60.82,314023,86,7.22,930,761,149917,May,Sunday,2020
Display,2020-05-05,10/20/2020,58035,42207,71518,51.55,91745,277,8.25,347,266,113050,May,Tuesday,2020
Display,2020-05-22,11/14/2020,120560,84027,158311,74.23,220676,225,10.31,408,251,24347,May,Friday,2020
Social,2019-12-30,6/25/2020,131172,95398,174896,48.45,229661,251,1.03,902,683,154358,December,Monday,2019
Paid Search,2019-02-20,8/15/2019,50357,35097,62056,55.67,85249,199,9.28,275,206,37080,February,Wednesday,2019
Organic,2020-07-21,2/15/2021,79869,54053,109719,72.16,144075,86,4.12,305,250,37750,July,Tuesday,2020
Direct,2020-07-25,1/27/2021,25578,17052,36171,52.58,50420,104,9.28,172,108,38016,July,Saturday,2020
Direct,2020-07-25,1/15/2021,13026,9737,16710,48.45,23293,181,1.03,86,75,28800,July,Saturday,2020
Referral,2020-12-27,,69713,52109,88726,69.07,120990,225,3.09,274,235,70265,December,Sunday,2020
Affiliates,2019-10-14,4/8/2020,136178,96287,174693,72.16,247041,104,4.12,486,398,86764,October,Monday,2019
Referral,2020-05-15,11/11/2020,95675,68615,136264,43.3,172051,277,10.31,773,617,163505,May,Friday,2020
Direct,2020-12-22,,87762,62054,117016,46.39,163113,86,11.34,627,494,146224,December,Tuesday,2020
Affiliates,2019-03-28,10/25/2019,154399,118529,198067,74.23,276093,268,6.19,510,448,177856,March,Thursday,2019
Email,2020-01-24,9/2/2020,92115,62340,128403,55.67,166016,69,11.34,569,345,45540,January,Friday,2020
Referral,2019-10-20,4/10/2020,153188,116052,202703,63.92,268223,216,10.31,731,495,208395,October,Sunday,2019
Affiliates,2019-04-11,10/16/2019,76347,56296,100254,64.95,143799,95,9.28,351,266,107730,April,Thursday,2019
Email,2020-07-01,1/24/2021,4057,2787,5122,51.55,7140,268,7.22,25,16,3552,July,Wednesday,2020
Social,2019-04-27,12/1/2019,44380,32725,60070,71.13,80700,207,10.31,173,128,26112,April,Saturday,2019
Direct,2019-01-18,7/3/2019,32984,25654,45645,61.86,65010,207,8.25,174,144,59184,January,Friday,2019
Social,2019-04-15,11/3/2019,41935,30922,57608,64.95,76811,268,6.19,202,143,8008,April,Monday,2019
Social,2019-03-07,9/1/2019,22874,16636,30499,47.42,41590,156,12.37,160,118,14986,March,Thursday,2019
Direct,2019-01-11,8/22/2019,142659,108075,181566,70.1,260428,259,12.37,543,367,26057,January,Friday,2019
Organic,2020-12-28,,184304,139624,256909,58.76,358116,268,1.03,1059,963,361125,December,Monday,2020
Referral,2019-08-20,2/29/2020,141501,101481,188668,45.36,236311,225,3.09,1031,625,32500,August,Tuesday,2019
Referral,2019-09-23,3/10/2020,49424,36943,68395,63.92,92575,251,7.22,247,192,51072,September,Monday,2019
Paid Search,2019-05-30,11/13/2019,188336,135069,253017,60.82,324577,130,6.19,991,611,33605,May,Thursday,2019
Affiliates,2019-03-15,9/22/2019,23384,17479,29525,62.89,41156,268,6.19,110,71,32376,March,Friday,2019
Paid Search,2019-05-05,10/24/2019,22581,15510,29880,73.2,39840,156,5.15,80,65,21840,May,Sunday,2019
Paid Search,2019-07-02,1/24/2020,10421,6947,13895,71.13,18527,199,11.34,40,33,7161,July,Tuesday,2019
